"","area","TaxonName","presence","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon","Family"
"1227","saanich","Triodanis perfoliata",1,"Open, disturbed places; mostly restricted to dry, sandy soil; Uplands, Shelbourne, Mount Tolmie, Mount Douglas, and Esquimalt.","","","","Triodanis perfoliata","Campanulaceae"
"1228","saanich","Triphysaria pusilla",1,"Moist places and lowlands; occasional in Victoria, Oak Bay, Royal Oak, and Sidney.","","","","Triphysaria pusilla","Orobanchaceae"
"1229","saanich","Triphysaria versicolor",1,"Shoreline Gordon Head to Harling Point restricted locations.","","","","Triphysaria versicolor","Orobanchaceae"
"1230","saanich","Tripleurospermum inodorum",1,"Native of Europe; sporadic weed along roadsides, waste places, and along the seashore in saline habitats.","","","","Tripleurospermum inodorum","Asteraceae"
"1231","saanich","Trisetum canescens",1,"Moist areas; occasionally in Victoria and the Sidney area.","","","","Trisetum canescens","Poaceae"
"1232","saanich","Trisetum cernuum",1,"Known from the Sidney area, where it was collected by J. Macoun in 1913. HRL states this is a characteristic species of moist forest and is found throughout.","","","","Trisetum cernuum","Poaceae"
"1233","saanich","Trisetum flavescens",1,"Native of Europe; planted as a forage grass; occasionally escaping. RTO Little D'arcy Island. Few collections for Saanichton at V - FL states probably from cultivation.","","","","Trisetum flavescens","Poaceae"
"1234","saanich","Triteleia grandiflora",1,"Open, grassy places; a number of collections in the past indicate that this plant was particularly abundant in Beacon Hill, Oak Bay, and the Uplands; today the species is rare or even extinct in most area. || var. howellii Howell's Triteleia - var grandiflora Douglas's Triteleia","","","","Triteleia grandiflora","Asparagaceae"
"1235","saanich","Triteleia hyacinthina",1,"Damp, open, grassy places; very common in the past, particularly in Beacon Hill, Oak Bay, and Saanich.","","","","Triteleia hyacinthina","Asparagaceae"
"1236","saanich","Triticum aestivum",1,"Marr Parking lots W of Fisherman's Wharf 2007.","","","","Triticum aestivum","Poaceae"
"1237","saanich","Tsuga heterophylla",1,"Wet, shady habitats; occasional; frequent in Sannichton, Deep Cove, and Goldstream area; tolerant of deep shade.","","","","Tsuga heterophylla","Pinaceae"
"1238","saanich","Turritis glabra",1,"Native of Europe; open ground; widely established throughout.","","","","Turritis glabra","Brassicaceae"
"1239","saanich","Typha angustifolia",1,"iNaturalist observations Interurban Rd at Camosun College, Victoria airport and near Rithets Bog 2020.","","","","Typha angustifolia","Typhaceae"
"1240","saanich","Typha latifolia",1,"Fresh-water marshes and edges of lakes; sporadic throughout.","","","","Typha latifolia","Typhaceae"
"1241","saanich","Ulex europaeus",1,"Native of Europe; exposed, open places; noxious weed and a fire hazard when dry; becoming very abundant in many areas.","","","","Ulex europaeus","Fabaceae"
"1242","saanich","Ulmus alata",1,"TCB Victoria Point, James bay 1992. Occasionally planted - iNaturalist reports for area.","not in FPNW2","","","Ulmus alata","Ulmaceae"
"1243","saanich","Ulmus procera",1,"TCB Dallas Rd, James Bay 1992. No information on naturalization.","","","","Ulmus minor","Ulmaceae"
"1244","saanich","Uropappus lindleyi",1,"B Kendrick iNaturalist observation Cordova Spit 2020.","","","","Uropappus lindleyi","Asteraceae"
"1245","saanich","Urtica dioica",1,"Native of Eurasia and perhaps never a native in North America; moist ground in wooded or shady areas; common throughout; vars ?","","","","Urtica dioica","Urticaceae"
"1246","saanich","Urtica urens",1,"Native of Europe; occasional weed in gardens and disturbed places. FL Great Chain Island.","","","","Urtica urens","Urticaceae"
"1247","saanich","Utricularia gibba",1,"AC Turners Bog 1970-76-83, TCB Glen Lake 1989, A&OC Florence Lake 1987, Todd Pike Lake 1983, PDW Prior Lake 1979.","","","","Utricularia gibba","Lentibulariaceae"
"1248","saanich","Utricularia minor",1,"AC reports Second Lake, Highlands.","","","","Utricularia minor","Lentibulariaceae"
"1249","saanich","Utricularia vulgaris ssp. macrorhiza",1,"Ponds, stagnant lakes, and slow streams; widely distributed throughout. AC Turners Bog, Langford 1976.","","","","Utricularia macrorhiza","Lentibulariaceae"
"1250","saanich","Vaccinium caespitosum",1,"Wet meadows and swampy areas; rare; in the past collected in Oak Bay by J. R. Anderson in 1896, Beacon Hill Park by J. Macoun in 1913, and Royal Oak by C. F. Newcombe in 1924, Usually montain in our area. TCB Holland Point: S of Dallas Road and approximately opposite Beckley Manor 1992. A&OC Florence Lake, Langford 1987.","","","","Vaccinium cespitosum","Ericaceae"
"1251","saanich","Vaccinium corymbosum",1,"Harrison Prospect Lake 1966, Durrance Lake 1967.","","","","Vaccinium corymbosum","Ericaceae"
"1252","saanich","Vaccinium ovatum",1,"Soils rich in humus in coniferous forests along the Coast; rare; occurring only in Beaver Lake, Thetis Lake Park, and Goldstream.","","","","Vaccinium ovatum","Ericaceae"
"1253","saanich","Vaccinium oxycoccos",1,"Sphagnum bogs, wet muskegy places.","","","","Vaccinium oxycoccos","Ericaceae"
"1254","saanich","Vaccinium parvifolium",1,"On raw humus and decaying wood in coniferous forests along the Coast; common throughout.","","","","Vaccinium parvifolium","Ericaceae"
"1255","saanich","Vaccinium uliginosum",1,"Harrison Rithet's Bog 1966.","","","","Vaccinium uliginosum","Ericaceae"
"1256","saanich","Valeriana scouleri",1,"Manton & McGrath Gowland Tod Park 2011. Beamish Roche Cove Park (Sooke outside area) 1957.","","","","Valeriana sitchensis scouleri","Caprifoliaceae"
"1257","saanich","Valeriana sitchensis",1,"Rare; Goldstream, where it was collected by J. R. Anderson in 1901; RTO & AC? D'Arcy Island 1980.","","","","Valeriana sitchensis","Caprifoliaceae"
"1258","saanich","Vallisneria americana",1,"Native of Europe; naturalized and very abundant in Elk Lake where it was collected by T. C. Brayshaw in 1968 and at Prospect Lake by A. F. Szczawinski in 1969. Brayshaw collections of V. spiralis re-id as V. a. AC Thetis lake 1971. OC Florence Lake 1976.","","""It is unclear to me which species is in BC - americana or spiralis, or both. If you ever see it, please collect some with flowers."" FL ""Adolf Ceska, Pat Warrington are identifiers of Saanich records and Adolf re-identified Chris Brayshaw’s spiralis collection as americana. Worth re-checking? Your Christina Lake spiralis record the only one that comes up on E-Flora BC."" HJ","HJ, FL","Vallisneria americana","Hydrocharitaceae"
"1259","saanich","Vancouveria hexandra",1,"Cultivated in gardens and is occasionally found as an escapee in the Victoria area. No collections. McMahon Playfair Park iNaturalist report 2020.","","","","Vancouveria hexandra","Berberidaceae"
"1260","saanich","Veratrum viride",1,"This subalpine species is restricted to the Goldstream area only.","","","","Veratrum viride","Melanthiaceae"
"1261","saanich","Verbascum thapsus",1,"Native of Europe; roadsides and waste places; sporadic in Royal Oak, Saanichton, and Sidney.","","","","Verbascum thapsus","Scrophulariaceae"
"1262","saanich","Verbena bonariensis",1,"FL Gonzales Bay 2015. Sedimentary bedrock seepage above sandy beach, above high tide line, below residential property wall/fence; growing with Epilobium ciliatum, Juncus bufonius. On Lomer & Penny's non-established list","","","","Verbena bonariensis","Verbenaceae"
"1263","saanich","Verbena hastata",1,"CDC Explorer no close records.","","","","Verbena hastata","Verbenaceae"
"1264","saanich","Veronica americana",1,"Wet and swampy ground; widely distributed throughout. Similar to V. anagallis-aquatica and V. catenata. Recheck collection of V. c. for Saanich at V.","","","","Veronica americana","Plantaginaceae"
"1265","saanich","Veronica arvensis",1,"Native of Eurasia; an aggressive weed in fields and gardens.","","","","Veronica arvensis","Plantaginaceae"
"1266","saanich","Veronica chamaedrys",1,"FL Beacon Hill Park 2007. Starzomski Uvic 2020 iNaturalist report.","","","","Veronica chamaedrys","Plantaginaceae"
"1267","saanich","Veronica filiformis",1,"Native of Asia; introduced in Royal Oak and Saanichton.","","","","Veronica filiformis","Plantaginaceae"
"1268","saanich","Veronica hederifolia",1,"FL Dominion Brook Park, Sidney 2005. Straka Moss Rock Park 2019 iNaturalist observation.","","","","Veronica hederifolia","Plantaginaceae"
"1269","saanich","Veronica officinalis",1,"Native of Europe; roadsides and disturbed fields; weedy and sporadic throughout.","","","","Veronica officinalis","Plantaginaceae"
"1270","saanich","Veronica peregrina var. xalapensis",1,"Wet, open ground; widely distributed in Victoria, Lost Lake, and Sidney.","","","","Veronica peregrina xalapensis","Plantaginaceae"
"1271","saanich","Veronica persica",1,"Native of Eurasia; weedy; occasional in lawns and gardens.","","","","Veronica persica","Plantaginaceae"
"1272","saanich","Veronica scutellata",1,"Wet places; Victoria, Saanich, Thetis Lake Park, and the Highland district.","","","","Veronica scutellata","Plantaginaceae"
"1273","saanich","Veronica serpyllifolia",1,"Native of Europe; moist meadows and disturbed sites; common in Victoria, Saanich, Sidney, and Goldstream.","","","","Veronica serpyllifolia","Plantaginaceae"
"1274","saanich","Viburnum opulus",1,"Wet, wooded areas; restricted to the Goldstream area, where it was collected by M. C. Melburn in 1962, 1963, and 1964.","","","","Viburnum opulus","Viburnaceae"
"1275","saanich","Vicia americana",1,"Open woods and thickets; very common throughout.","","","","Vicia americana","Fabaceae"
"1276","saanich","Vicia cracca",1,"Native of Europe; roadsides and waste ground; common in Saanich and Sidney.","","","","Vicia cracca","Fabaceae"
"1277","saanich","Vicia hirsuta",1,"Native of Europe; a weed of cultivated and disturbed ground; occasional in ditches or along the road; very common throughout.","","","","Vicia hirsuta","Fabaceae"
"1278","saanich","Vicia lathyroides",1,"(Note from Lomer) This species has been well established for many years in the Victoria area: Mill Hill, May 7, 1966 collected by K. Beamish (UBC 116604), Island View Beach, April 30, 1995 (Lomer 95-032). AS lawns at UVic.","","","","Vicia lathyroides","Fabaceae"
"1279","saanich","Vicia nigricans var. gigantea",1,"Thickets and forest clearings; locally abundant in Oak Bay, Saanich, Island View Beach, and Sidney.","","","","Vicia gigantea","Fabaceae"
"1280","saanich","Vicia sativa",1,"Native of Europe; waste and cultivated ground; very common throughout.","","","","Vicia sativa","Fabaceae"
"1281","saanich","Vicia tetrasperma",1,"Occasionally in Royal Oak and Saanich, Marr 2007 Colwood, AC UVIC 1971.","","","","Vicia tetrasperma","Fabaceae"
"1282","saanich","Vicia villosa",1,"Native of Europe; along highways, roads, and in waste areas; locally frequent.","","","","Vicia villosa","Fabaceae"
"1283","saanich","Vinca major",1,"Native of Europe; roadsides, neglected lots, and gardens; common; a garden escapee in the Victoria and Saanich areas.","","","","Vinca major","Apocynaceae"
"1284","saanich","Vinca minor",1,"Native of Eurasia; neglected lots and roadsides; a garden escapee; occasional throughout.","","","","Vinca minor","Apocynaceae"
"1285","saanich","Viola adunca",1,"From dry to moist, open ground, wooded areas; common throughout;.","","","","Viola adunca","Violaceae"
"1286","saanich","Viola arvensis",1,"Native to Europe; cultivated and often an escapee.","","","","Viola arvensis","Violaceae"
"1287","saanich","Viola canadensis var. rugulosa",1,"vars ? at V Andersons collections re-identified as V. adunca and V. palustris. No other collections for area found. No coast records found.","","","","Viola canadensis rugulosa","Violaceae"
"1288","saanich","Viola glabella",1,"Moist woods and along streams; very common throughout.","","","","Viola glabella","Violaceae"
"1289","saanich","Viola howellii",1,"Open, wooded areas; rare; restricted to Thetis Lake Park only, where it was collected by M. C. Melburn in 1965, 1966, and 1967. Harrison Prospect Lake 1966, Chytyk Bear Hill 1938, Chytyk Mt Work 1917, GD Mt Douglas Park date?, MD Pike Lake","","","","Viola howellii","Violaceae"
"1290","saanich","Viola langsdorffii",1,"Moist places; rare; known only from Big Saanich Mountain, where it was collected by C. F. Newcombe in 1918, and the Highland district. Newcomb's colections re-identified as V. howellii. Kojima Langford 1968.","","","","Viola langsdorffii","Violaceae"
"1291","saanich","Viola macloskeyi",1,"Boggy or wet ground; sporadic throughout.","","","","Viola macloskeyi","Violaceae"
"1292","saanich","Viola nephrophylla",1,"Moist, grassy places; very rare; collected by M. C. Melburn at Mount Douglas Park in 1958. Voucher not found at V. Collections at V for peninsula re-identified as V. howellii.","","","","Viola nephrophylla","Violaceae"
"1293","saanich","Viola nuttallii var. praemorsa",1,"Grassy slopes and open, wooded areas; occasionally abundant, but decreasing in its distribution.","","","",NA,NA
"1294","saanich","Viola odorata",1,"MCM Mt Douglas summit 1958. MCM Oak Bay 1956. Baxter-PinderMoss James Bay 2006.","","","","Viola odorata","Violaceae"
"1295","saanich","Viola palustris",1,"Bogs and swampy meadows; common throughout in suitable habitat.","","","","Viola palustris","Violaceae"
"1296","saanich","Viola riviniana",1,"Garden escape that is now established as a lawn weed in Metro Vancouver and Oak Bay, FL 2014. Several iNaturalist observations appear naturalized for area including Beacon Hill Park, Mt Tolmie Park and Uplands Park.","","","","Viola riviniana","Violaceae"
"1297","saanich","Viola sempervirens",1,"Moist, shady woods; sporadic throughout.","","","","Viola sempervirens","Violaceae"
"1298","saanich","Viola sororia",1,"Moist, open woods; collected by J. R. Anderson at Thetis Lake in 1904 and by W. B. Anderson at Prospect Lake in 1921. Re-identified as V. howellii.","","","","Viola sororia","Violaceae"
"1299","saanich","Viola tricolor",1,"Native of Europe; occasional in cultivated fields; similar to V. arvensis, but larger.","","","","Viola tricolor","Violaceae"
